Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2011,Manhattan Comp Night Day H S,333787,New York,New York,10003,11,5,<4,0,4,"New York 100032704, NY
(40.732550514000025, -73.98470120799993)"
Fall 2010,Manhattan Comp Night Day H S,333787,New York,New York,10003,17,14,<4,0,<4,"New York 100032704, NY
(40.732550514000025, -73.98470120799993)"
Fall 2017,High School For Health Profess,333817,New York,New York,10003,46,16,17,6,7,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2016,High School For Health Profess,333817,New York,New York,10003,27,9,8,5,5,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2015,Hs For Health Professions & Hu,333817,New York,New York,10003,53,18,26,0,9,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2014,Hs For Health Professions & Hu,333817,New York,New York,10003,44,23,8,7,6,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2013,Hs For Health Professions & Hu,333817,New York,New York,10003,39,9,13,4,13,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2012,Hs For Health Professions & Hu,333817,New York,New York,10003,30,7,6,7,10,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2011,Hs For Health Professions & Hu,333817,New York,New York,10003,30,9,12,4,5,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2010,Hs For Health Professions & Hu,333817,New York,New York,10003,26,12,4,7,<4,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2017,Union Square Acdmy Health Sci,333848,New York,New York,10003,17,5,11,0,<4,
Fall 2016,Union Square Acdmy Health Sci,333848,New York,New York,10003,15,9,<4,<4,0,
Fall 2013,Pelletier High School,333876,New York,New York,10003,<4,0,0,0,<4,"10003 New
York, NY
(40.7319329999999, -73.988893)"
Fall 2017,Saint George Academy,333968,New York,New York,10003,<4,<4,0,0,0,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2015,Saint George Academy,333968,New York,New York,10003,5,<4,0,0,<4,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2013,Saint George Academy,333968,New York,New York,10003,<4,0,<4,0,0,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2012,Saint George Academy,333968,New York,New York,10003,<4,<4,0,0,0,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2011,Saint George Academy,333968,New York,New York,10003,<4,0,<4,0,<4,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2014,Washington Irving Evening H S,334125,New York,New York,10003,<4,0,0,0,<4,"10003 New
York, NY
(40.7319329999999, -73.988893)"
Fall 2017,Washington Irving High School,334130,New York,New York,10003,<4,0,0,0,<4,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2015,Washington Irving High School,334130,New York,New York,10003,8,<4,<4,<4,<4,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2014,Washington Irving High School,334130,New York,New York,10003,10,<4,<4,<4,5,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2013,Washington Irving High School,334130,New York,New York,10003,15,<4,5,<4,5,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2012,Washington Irving High School,334130,New York,New York,10003,16,0,<4,<4,10,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2011,Washington Irving High School,334130,New York,New York,10003,14,<4,<4,0,11,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2010,Washington Irving High School,334130,New York,New York,10003,21,4,0,5,12,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2017,The Urban Assembly  N Y  Harbo,330636,New York,New York,10004,17,5,7,5,0,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2016,The Urban Assembly  N Y  Harbo,330636,New York,New York,10004,14,5,<4,4,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2015,The Urban Assembly  N Y  Harbo,330636,New York,New York,10004,15,<4,8,5,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2014,The Urban Assembly  N Y  Harbo,330636,New York,New York,10004,13,<4,0,9,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2013,The Urban Assembly  N Y  Harbo,330636,New York,New York,10004,12,<4,<4,8,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2012,The Urban Assembly  N Y  Harbo,330636,New York,New York,10004,13,0,4,9,0,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2011,The Urban Assembly  N Y  Harbo,330636,New York,New York,10004,6,<4,0,4,0,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2010,The Urban Assembly  N Y  Harbo,330636,New York,New York,10004,11,<4,<4,4,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2017,Urbn Assbly Bus Young Women,330975,New York,New York,10004,12,<4,<4,<4,5,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2016,Urbn Assbly Bus Young Women,330975,New York,New York,10004,21,<4,6,4,9,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2015,Urbn Assbly Bus Young Women,330975,New York,New York,10004,14,4,<4,<4,6,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2014,Urbn Assbly Bus Young Women,330975,New York,New York,10004,13,<4,4,<4,6,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2013,Urbn Assbly Bus Young Women,330975,New York,New York,10004,10,<4,6,0,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2012,Urbn Assbly Bus Young Women,330975,New York,New York,10004,<4,0,<4,0,0,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2011,Urbn Assbly Bus Young Women,330975,New York,New York,10004,4,<4,<4,<4,0,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2010,Urbn Assbly Bus Young Women,330975,New York,New York,10004,11,4,<4,<4,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2017,Leman Manhattan Preparatory Sc,333522,New York,New York,10004,6,5,<4,0,0,"10004 New
York, NY
(40.688789, -74.019109)"
Fall 2016,Leman Manhattan Preparatory Sc,333522,New York,New York,10004,<4,0,<4,0,0,"10004 New
York, NY
(40.688789, -74.019109)"
Fall 2015,Leman Manhattan Preparatory Sc,333522,New York,New York,10004,<4,0,<4,0,0,"10004 New
York, NY
(40.688789, -74.019109)"
Fall 2014,Leman Manhattan Preparatory Sc,333522,New York,New York,10004,<4,0,<4,0,0,"10004 New
York, NY
(40.688789, -74.019109)"
Fall 2017,Millennium High School,333798,New York,New York,10004,36,24,10,0,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2016,Millennium High School,333798,New York,New York,10004,53,31,17,<4,4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2015,Millennium High School,333798,New York,New York,10004,38,21,14,<4,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2014,Millennium High School,333798,New York,New York,10004,34,12,15,<4,5,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2013,Millennium High School,333798,New York,New York,10004,34,13,19,<4,0,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2012,Millennium High School,333798,New York,New York,10004,29,12,12,4,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2011,Millennium High School,333798,New York,New York,10004,35,14,13,7,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2010,Millennium High School,333798,New York,New York,10004,17,11,4,0,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2017,Richard R Green  H S  Of Teach,333916,New York,New York,10004,29,<4,19,<4,7,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2016,Richard R Green  H S  Of Teach,333916,New York,New York,10004,20,<4,6,<4,11,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2015,Richard R Green  H S  Of Teach,333916,New York,New York,10004,18,<4,14,0,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2014,Richard R Green  H S  Of Teach,333916,New York,New York,10004,17,<4,7,4,5,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2013,Richard R Green  H S  Of Teach,333916,New York,New York,10004,14,<4,6,<4,4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2012,Richard R Green  H S  Of Teach,333916,New York,New York,10004,13,0,7,0,6,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2011,Richard R Green  H S  Of Teach,333916,New York,New York,10004,14,<4,7,0,5,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2010,Richard R Green  H S  Of Teach,333916,New York,New York,10004,11,<4,<4,<4,5,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2016,Richard Green High School,333917,New York,New York,10004,<4,0,0,0,<4,"10004 New
York, NY
(40.688789, -74.019109)"
Fall 2014,Richard Green High School,333917,New York,New York,10004,<4,0,0,<4,0,"10004 New
York, NY
(40.688789, -74.019109)"
Fall 2017,John V Lindsay Wildcat Academy,334134,New York,New York,10004,9,0,<4,<4,7,"New York 100041101, NY
(40.704940359000034, -74.01644025199994)"
Fall 2016,John V Lindsay Wildcat Academy,334134,New York,New York,10004,4,0,0,<4,<4,"New York 100041101, NY
(40.704940359000034, -74.01644025199994)"
Fall 2015,John V Lindsay Wildcat Academy,334134,New York,New York,10004,6,0,0,0,6,"New York 100041101, NY
(40.704940359000034, -74.01644025199994)"
Fall 2014,John V Lindsay Wildcat Academy,334134,New York,New York,10004,8,0,0,<4,7,"New York 100041101, NY
(40.704940359000034, -74.01644025199994)"
Fall 2013,John V Lindsay Wildcat Academy,334134,New York,New York,10004,5,0,0,<4,<4,"New York 100041101, NY
(40.704940359000034, -74.01644025199994)"
Fall 2012,John V Lindsay Wildcat Academy,334134,New York,New York,10004,9,0,0,<4,6,"New York 100041101, NY
(40.704940359000034, -74.01644025199994)"
Fall 2011,John V Lindsay Wildcat Academy,334134,New York,New York,10004,<4,0,0,<4,<4,"New York 100041101, NY
(40.704940359000034, -74.01644025199994)"
Fall 2010,John V Lindsay Wildcat Academy,334134,New York,New York,10004,7,0,0,<4,6,"New York 100041101, NY
(40.704940359000034, -74.01644025199994)"
Fall 2017,High School Of Economics / Fin,333816,New York,New York,10006,19,10,5,<4,<4,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2016,High School Of Economics / Fin,333816,New York,New York,10006,23,11,10,<4,0,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2015,Hs Of Economics / Finance,333816,New York,New York,10006,11,4,6,0,<4,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2014,Hs Of Economics / Finance,333816,New York,New York,10006,11,5,4,<4,0,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2013,Hs Of Economics / Finance,333816,New York,New York,10006,10,<4,6,0,<4,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2012,Hs Of Economics / Finance,333816,New York,New York,10006,15,9,<4,<4,<4,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2011,Hs Of Economics / Finance,333816,New York,New York,10006,11,<4,4,0,4,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2010,Hs Of Economics / Finance,333816,New York,New York,10006,14,8,4,<4,<4,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2017,Leadership And Public Service,333819,New York,New York,10006,11,0,6,<4,4,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2016,Leadership And Public Service,333819,New York,New York,10006,5,<4,<4,<4,0,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2015,Leadership And Public Service,333819,New York,New York,10006,17,<4,7,5,<4,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2014,Leadership And Public Service,333819,New York,New York,10006,16,0,5,<4,9,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2013,Leadership And Public Service,333819,New York,New York,10006,17,0,7,<4,7,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2012,Leadership And Public Service,333819,New York,New York,10006,11,0,<4,<4,7,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2011,Leadership And Public Service,333819,New York,New York,10006,9,0,4,<4,<4,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2010,Leadership And Public Service,333819,New York,New York,10006,15,6,<4,5,<4,"New York, NY 10006
(40.70792829200008, -74.01275971899997)"
Fall 2017,East Side Community High Sch,333608,New York,New York,10009,23,5,14,4,0,"New York, NY 10009
(40.72609910500006, -73.98053715799995)"
Fall 2016,East Side Community High Sch,333608,New York,New York,10009,27,5,8,10,4,"New York, NY 10009
(40.72609910500006, -73.98053715799995)"
Fall 2015,East Side Community High Sch,333608,New York,New York,10009,35,6,18,5,6,"New York, NY 10009
(40.72609910500006, -73.98053715799995)"
Fall 2014,East Side Community High Sch,333608,New York,New York,10009,15,<4,11,<4,<4,"New York, NY 10009
(40.72609910500006, -73.98053715799995)"
Fall 2013,East Side Community High Sch,333608,New York,New York,10009,15,<4,5,4,<4,"New York, NY 10009
(40.72609910500006, -73.98053715799995)"
Fall 2012,East Side Community High Sch,333608,New York,New York,10009,13,4,<4,4,<4,"New York, NY 10009
(40.72609910500006, -73.98053715799995)"
Fall 2011,East Side Community High Sch,333608,New York,New York,10009,4,0,<4,<4,<4,"New York, NY 10009
(40.72609910500006, -73.98053715799995)"
Fall 2010,East Side Community High Sch,333608,New York,New York,10009,12,4,4,<4,<4,"New York, NY 10009
(40.72609910500006, -73.98053715799995)"
Fall 2017,United Nations International S,333423,New York,New York,10010,<4,<4,0,0,0,"New York 100104046, NY
(40.73611054500003, -73.97467088399998)"
Fall 2016,United Nations International S,333423,New York,New York,10010,<4,0,0,0,<4,"New York 100104046, NY
(40.73611054500003, -73.97467088399998)"
Fall 2015,United Nations International S,333423,New York,New York,10010,4,4,0,0,0,"New York 100104046, NY
(40.73611054500003, -73.97467088399998)"
Fall 2014,United Nations International S,333423,New York,New York,10010,<4,<4,0,0,<4,"New York 100104046, NY
(40.73611054500003, -73.97467088399998)"
Fall 2013,United Nations International S,333423,New York,New York,10010,<4,0,0,0,<4,"New York 100104046, NY
(40.73611054500003, -73.97467088399998)"
Fall 2012,United Nations International S,333423,New York,New York,10010,<4,<4,<4,0,0,"New York 100104046, NY
(40.73611054500003, -73.97467088399998)"
Fall 2011,United Nations International S,333423,New York,New York,10010,5,<4,<4,<4,0,"New York 100104046, NY
(40.73611054500003, -73.97467088399998)"
Fall 2010,United Nations International S,333423,New York,New York,10010,<4,<4,<4,0,0,"New York 100104046, NY
(40.73611054500003, -73.97467088399998)"
Fall 2017,School Of The Future,333592,New York,New York,10010,14,4,6,0,4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2016,School Of The Future,333592,New York,New York,10010,14,5,6,0,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2015,School Of The Future,333592,New York,New York,10010,19,6,10,<4,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2014,School Of The Future,333592,New York,New York,10010,18,8,8,0,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2013,School Of The Future,333592,New York,New York,10010,8,<4,<4,<4,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2012,School Of The Future,333592,New York,New York,10010,13,<4,7,<4,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2011,School Of The Future,333592,New York,New York,10010,14,4,7,<4,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2010,School Of The Future,333592,New York,New York,10010,21,6,12,<4,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2017,47 American Sign Language & En,333715,New York,New York,10010,4,0,<4,0,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2016,47 American Sign Language & En,333715,New York,New York,10010,<4,<4,0,0,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2015,47 American Sign Language & En,333715,New York,New York,10010,5,0,<4,0,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2014,47 American Sign Language & En,333715,New York,New York,10010,<4,0,<4,0,0,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2013,47 American Sign Language & En,333715,New York,New York,10010,4,0,<4,0,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2012,47 American Sign Language & En,333715,New York,New York,10010,<4,0,0,0,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2010,47 American Sign Language & En,333715,New York,New York,10010,<4,<4,0,0,0,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2017,Manhattan Village Academy,333791,New York,New York,10010,18,5,13,0,0,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2016,Manhattan Village Academy,333791,New York,New York,10010,18,7,9,<4,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2015,Manhattan Village Academy,333791,New York,New York,10010,18,4,11,<4,0,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2014,Manhattan Village Academy,333791,New York,New York,10010,24,11,11,<4,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2013,Manhattan Village Academy,333791,New York,New York,10010,11,4,5,<4,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2012,Manhattan Village Academy,333791,New York,New York,10010,14,4,8,<4,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2011,Manhattan Village Academy,333791,New York,New York,10010,9,<4,5,<4,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2010,Manhattan Village Academy,333791,New York,New York,10010,19,6,6,<4,4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2017,Baruch College Campus High Sch,333803,New York,New York,10010,29,22,4,0,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2016,Baruch College Campus High Sch,333803,New York,New York,10010,24,17,5,0,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2015,Baruch College Campus High Sch,333803,New York,New York,10010,30,20,9,0,<4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
